player_id,player_name,year,ipl_batting_score,ipl_bowling_score,intl_t20_batting_score,intl_t20_bowling_score,other_t20_batting_score,other_t20_bowling_score,batting_score,bowling_score,keeping_score,value_score,ipl_matches_played,intl_t20_matches_played,other_t20_matches_played,has_ipl_history,has_intl_history,has_other_t20_history,primary_role,is_overseas,capped,value_score_tier,base_price_cr,price_cr,price_to_base_multiplier,price_pct_of_purse,prior_price_pct_of_purse,has_prior_sale,role_scarcity
4c4fa80b,Sachithra Senanayake,2013,,,,,,,,,,,0,2,0,0,1,0,Bowler,Yes,1,,0.11,4.69,42.64,9.561671763506627,0.0,0,15
4c5d73db,Chris Woakes,2017,,,30.55725890985325,18.219866071428573,22.157202530134864,20.649207918515625,27.407237767458852,19.130869264086215,,24.9,0,8,13,0,1,1,All-rounder,Yes,1,INTL_T20/ASSOCIATE_FRINGE,2.0,4.2,2.1,6.363636363636364,0.0,0,6
4c5d73db,Chris Woakes,2018,,,29.753694786940912,18.4375,,40.06625,29.753694786940912,40.06625,,37.0,13,8,14,1,1,1,All-rounder,Yes,1,OTHER_T20/FRANCHISE,2.0,7.4,3.7,9.25,6.363636363636364,1,25
4c5d73db,Chris Woakes,2024,,57.06572769953051,39.31880147438768,37.1623282956756,36.017709691438505,33.211301011510294,38.08089205578174,48.51171384536375,,45.4,21,32,36,1,1,1,All-rounder,Yes,1,IPL/IPL,2.0,4.2,2.1,4.2,9.25,1,7
4d5a1617,Ravi Bishnoi,2020,,,,,23.6077384540314,,23.6077384540314,,,23.6,3,0,18,1,0,1,Batter,Unknown,0,OTHER_T20/SMAT,0.2,2.0,10.0,2.3529411764705883,0.0,0,6
4d5a1617,Ravi Bishnoi,2022,,,,,23.8616695090533,,23.8616695090533,,,23.9,3,0,23,1,0,1,Batter,Unknown,0,OTHER_T20/SMAT,2.0,4.0,2.0,4.444444444444445,2.3529411764705883,1,25
4d5a1617,Ravi Bishnoi,2025,,,,,24.964562954959053,,24.964562954959053,,,25.0,3,0,23,1,0,1,Batter,Unknown,0,OTHER_T20/SMAT,2.0,11.0,5.5,9.166666666666666,4.444444444444445,1,41
4d5a1617,Ravi Bishnoi,2026,,,,,24.964562954959053,,24.964562954959053,,,25.0,3,0,23,1,0,1,Batter,Unknown,0,OTHER_T20/SMAT,2.0,7.2,3.6,5.76,9.166666666666666,1,3
5038c022,Azhar Mahmood,2012,,,,,,,,,,,0,0,0,0,0,0,Batter,Yes,1,,0.49,0.98,2.0,2.222222222222222,0.0,0,9
5056011d,George Bailey,2014,,,50.32504646230963,,18.426166426166425,,50.32504646230963,,,50.3,5,19,12,1,1,1,Batter,Yes,1,INTL_T20/FULL_MEMBER,2.0,3.25,1.62,5.416666666666667,0.0,0,26
508a1ea7,Shaun Marsh,2011,,,22.652384998179393,,,,22.652384998179393,,,22.7,15,3,0,1,1,0,Batter,Yes,1,INTL_T20/ASSOCIATE_FRINGE,1.8,1.8,1.0,4.444444444444445,0.0,0,26
508a1ea7,Shaun Marsh,2014,71.02573529411765,,30.967074829931974,,27.6741440377804,,59.24377633406304,,,59.2,50,13,12,1,1,1,Batter,Yes,1,IPL/IPL,1.0,2.2,2.2,3.6666666666666665,4.444444444444445,1,26
