Year,Player,Team (as recorded),Team (current name),Role,Type,Base Price (INR Cr),Price / Retention (INR Cr),Price-to-Base Multiplier (x),Base Price (INR),Price (INR),USD->INR Rate Used (if 2011-13),YearPriceKey (helper),player_id,matched_registry_name
2016,Ajinkya Rahane,Rising Pune Supergiant,Rising Pune Supergiant,Batter,Draft,2.0,8.0,4.0,20000000,80000000,,2016|8,29e95537,AM Rahane
2016,Brendon McCullum,Gujarat Lions,Gujarat Lions,Batter,Draft,2.0,7.5,3.75,20000000,75000000,,2016|7.5,b8a55852,BB McCullum
2016,Yuvraj Singh,Sunrisers Hyderabad,Sunrisers Hyderabad,All-Rounder,Auction,2.0,7.0,3.5,20000000,70000000,,2016|7,1c914163,Yuvraj Singh
2016,Christopher Morris,Delhi Daredevils,Delhi Capitals,All-Rounder,Auction,0.5,7.0,14.0,5000000,70000000,,2016|7,5db1c288,CAJ Morris
2016,Mohit Sharma,Kings XI Punjab,Punjab Kings,Bowler,Auction,1.5,6.5,4.33,15000000,65000000,,2016|6.5,5473ec6f,Manish Sharma
2016,Steve Smith,Rising Pune Supergiant,Rising Pune Supergiant,Batter,Draft,2.0,5.5,2.75,20000000,55000000,,2016|5.5,18a0ba24,S Smith
2016,James Faulkner,Gujarat Lions,Gujarat Lions,All-Rounder,Draft,2.0,5.5,2.75,20000000,55000000,,2016|5.5,808f425a,JP Faulkner
2016,Ashish Nehra,Sunrisers Hyderabad,Sunrisers Hyderabad,Bowler,Auction,2.0,5.5,2.75,20000000,55000000,,2016|5.5,96fd40ae,A Nehra
2016,Mitchell Marsh,Rising Pune Supergiant,Rising Pune Supergiant,All-Rounder,Auction,2.0,4.8,2.4,20000000,48000000,,2016|4.8,3d8feaf8,MR Marsh
2016,Murugan Ashwin,Rising Pune Supergiant,Rising Pune Supergiant,Bowler,Auction,0.1,4.5,45.0,1000000,45000000,,2016|4.5,e2db2409,M Ashwin
2016,Sanju Samson,Delhi Daredevils,Delhi Capitals,Wicketkeeper,Auction,2.0,4.2,2.1,20000000,42000000,,2016|4.2,a4cc73aa,SV Samson
2016,Deepak Hooda,Sunrisers Hyderabad,Sunrisers Hyderabad,All-Rounder,Auction,0.1,4.2,42.0,1000000,42000000,,2016|4.2,73ad96ed,DJ Hooda
2016,Carlos Brathwaite,Delhi Daredevils,Delhi Capitals,All-Rounder,Auction,0.3,4.2,14.0,3000000,42000000,,2016|4.2,e342e5fb,CR Brathwaite
2016,Dwayne Bravo,Gujarat Lions,Gujarat Lions,All-Rounder,Draft,2.0,4.0,2.0,20000000,40000000,,2016|4,14b14cd8,DM Bravo
2016,Faf du Plessis,Rising Pune Supergiant,Rising Pune Supergiant,Batter,Draft,2.0,4.0,2.0,20000000,40000000,,2016|4,3355b542,F du Plessis
2016,Karun Nair,Delhi Daredevils,Delhi Capitals,Batter,Auction,0.1,4.0,40.0,1000000,40000000,,2016|4,944533a5,KK Nair
2016,Jos Buttler,Mumbai Indians,Mumbai Indians,Wicketkeeper,Auction,1.0,3.8,3.8,10000000,38000000,,2016|3.8,99b75528,JC Buttler
2016,Ishant Sharma,Rising Pune Supergiant,Rising Pune Supergiant,Bowler,Auction,1.5,3.8,2.53,15000000,38000000,,2016|3.8,5bb1a1c4,I Sharma
2016,Praveen Kumar,Gujarat Lions,Gujarat Lions,Bowler,Auction,0.5,3.5,7.0,5000000,35000000,,2016|3.5,1f0b8f44,Prashanth Kumar
2016,Kevin Pietersen,Rising Pune Supergiant,Rising Pune Supergiant,Batter,Auction,2.0,3.5,1.75,20000000,35000000,,2016|3.5,39f01cdb,KP Pietersen
2016,Ishan Kishan,Gujarat Lions,Gujarat Lions,Wicketkeeper,Auction,0.1,3.5,35.0,1000000,35000000,,2016|3.5,752f7486,Ishan Kishan
2016,Nathu Singh,Mumbai Indians,Mumbai Indians,Bowler,Auction,0.1,3.2,32.0,1000000,32000000,,2016|3.2,069fbf56,Ngangom Rajesh Singh
2016,Dinesh Karthik,Gujarat Lions,Gujarat Lions,Wicketkeeper,Auction,2.0,2.3,1.15,20000000,23000000,,2016|2.3,c03f1114,KD Karthik
2016,Dwayne Smith,Gujarat Lions,Gujarat Lions,All-Rounder,Auction,0.5,2.3,4.6,5000000,23000000,,2016|2.3,0c5c3a87,DLR Smith
2016,Dale Steyn,Gujarat Lions,Gujarat Lions,Bowler,Auction,1.5,2.3,1.53,15000000,23000000,,2016|2.3,8fd1a8f5,DW Steyn
2016,Kyle Abbott,Kings XI Punjab,Punjab Kings,Bowler,Auction,0.3,2.1,7.0,3000000,21000000,,2016|2.1,a9da7784,KJ Abbott
2016,Dhawal Kulkarni,Gujarat Lions,Gujarat Lions,Bowler,Auction,1.5,2.0,1.33,15000000,20000000,,2016|2,d2a989fc,DS Kulkarni
2016,Stuart Binny,Royal Challengers Bangalore,Royal Challengers Bengaluru,All-Rounder,Auction,2.0,2.0,1.0,20000000,20000000,,2016|2,bd17b45f,STR Binny
2016,Kane Richardson,Royal Challengers Bangalore,Royal Challengers Bengaluru,Bowler,Auction,2.0,2.0,1.0,20000000,20000000,,2016|2,dfc4d8b5,KW Richardson
2016,Krunal Pandya,Mumbai Indians,Mumbai Indians,All-Rounder,Auction,0.1,2.0,20.0,1000000,20000000,,2016|2,5b8c830e,KH Pandya
2017,Benjamin Stokes,Rising Pune Supergiant,Rising Pune Supergiant,All-Rounder,Auction,2.0,14.5,7.25,20000000,145000000,,2017|14.5,e087956b,BA Stokes
2017,Tymal Mills,Royal Challengers Bangalore,Royal Challengers Bengaluru,Bowler,Auction,0.5,12.0,24.0,5000000,120000000,,2017|12,245c97cb,TS Mills
2017,Kagiso Rabada,Delhi Daredevils,Delhi Capitals,Bowler,Auction,1.0,5.0,5.0,10000000,50000000,,2017|5,e62dd25d,K Rabada
2017,Trent Boult,Kolkata Knight Riders,Kolkata Knight Riders,Bowler,Auction,1.5,5.0,3.33,15000000,50000000,,2017|5,a818c1be,TA Boult
2017,Pat Cummins,Delhi Daredevils,Delhi Capitals,Bowler,Auction,1.0,4.5,4.5,10000000,45000000,,2017|4.5,ded9240e,PJ Cummins
2017,Chris Woakes,Kolkata Knight Riders,Kolkata Knight Riders,All-Rounder,Auction,2.0,4.2,2.1,20000000,42000000,,2017|4.2,4c5d73db,CR Woakes
2017,Rashid Khan,Sunrisers Hyderabad,Sunrisers Hyderabad,Bowler,Auction,0.5,4.0,8.0,5000000,40000000,,2017|4,1eaac48d,Rashid Khan
2017,Karn Sharma,Mumbai Indians,Mumbai Indians,All-Rounder,Auction,0.3,3.2,10.67,3000000,32000000,,2017|3.2,119678fd,KV Sharma
2017,T Natarajan,Kings XI Punjab,Punjab Kings,Bowler,Auction,0.1,3.0,30.0,1000000,30000000,,2017|3,ce794613,T Natarajan
2017,Varun Aaron,Kings XI Punjab,Punjab Kings,Bowler,Auction,0.3,2.8,9.33,3000000,28000000,,2017|2.8,0a3d54b9,VR Aaron
2017,Mohammed Siraj,Sunrisers Hyderabad,Sunrisers Hyderabad,Bowler,Auction,0.2,2.6,13.0,2000000,26000000,,2017|2.6,2f49c897,Mohammed Siraj
2017,Aniket Choudhary,Royal Challengers Bangalore,Royal Challengers Bengaluru,Bowler,Auction,0.1,2.0,20.0,1000000,20000000,,2017|2,0f60513c,Akash Choudhary
2017,Angelo Mathews,Delhi Daredevils,Delhi Capitals,All-Rounder,Auction,2.0,2.0,1.0,20000000,20000000,,2017|2,896d78ad,AD Mathews
2017,Krishnappa Gowtham,Mumbai Indians,Mumbai Indians,All-Rounder,Auction,0.1,2.0,20.0,1000000,20000000,,2017|2,90de905a,K Gowtham
2017,Eoin Morgan,Kings XI Punjab,Punjab Kings,Batter,Auction,2.0,2.0,1.0,20000000,20000000,,2017|2,d2a6c0e6,EJG Morgan
2018,Virat Kohli,Royal Challengers Bangalore,Royal Challengers Bengaluru,Batter,Retained,2.0,17.0,8.5,20000000,170000000,,2018|17,ba607b88,V Kohli
2018,Mahendra Singh Dhoni,Chennai Super Kings,Chennai Super Kings,Wicketkeeper,Retained,2.0,15.0,7.5,20000000,150000000,,2018|15,4a8a2e3b,MS Dhoni
2018,Rohit Sharma,Mumbai Indians,Mumbai Indians,Batter,Retained,2.0,15.0,7.5,20000000,150000000,,2018|15,2278c4ca,R Sharma
2018,Benjamin Stokes,Rajasthan Royals,Rajasthan Royals,All-Rounder,Auction,2.0,12.5,6.25,20000000,125000000,,2018|12.5,e087956b,BA Stokes
2018,Steve Smith,Rajasthan Royals,Rajasthan Royals,Batter,Retained,2.0,12.0,6.0,20000000,120000000,,2018|12,18a0ba24,S Smith
2018,David Warner,Sunrisers Hyderabad,Sunrisers Hyderabad,Batter,Retained,2.0,12.0,6.0,20000000,120000000,,2018|12,dcce6f09,DA Warner
2018,Jaydev Unadkat,Rajasthan Royals,Rajasthan Royals,Bowler,Auction,1.5,11.5,7.67,15000000,115000000,,2018|11.5,1e66c162,JD Unadkat
2018,Suresh Raina,Chennai Super Kings,Chennai Super Kings,Batter,Retained,2.0,11.0,5.5,20000000,110000000,,2018|11,1dc12ab9,SK Raina
2018,Hardik Pandya,Mumbai Indians,Mumbai Indians,All-Rounder,Retained,2.0,11.0,5.5,20000000,110000000,,2018|11,dbe50b21,HH Pandya
2018,AB de Villiers,Royal Challengers Bangalore,Royal Challengers Bengaluru,Wicketkeeper,Retained,2.0,11.0,5.5,20000000,110000000,,2018|11,c4487b84,AB de Villiers
2018,KL Rahul,Kings XI Punjab,Punjab Kings,Batter,Auction,2.0,11.0,5.5,20000000,110000000,,2018|11,b17e2f24,KL Rahul
2018,Manish Pandey,Sunrisers Hyderabad,Sunrisers Hyderabad,Batter,Auction,1.0,11.0,11.0,10000000,110000000,,2018|11,93b4fc78,MK Pandey
2018,Chris Lynn,Kolkata Knight Riders,Kolkata Knight Riders,Batter,Auction,2.0,9.6,4.8,20000000,96000000,,2018|9.6,45eda7c8,CA Lynn
2018,Mitchell Starc,Kolkata Knight Riders,Kolkata Knight Riders,Bowler,Auction,2.0,9.4,4.7,20000000,94000000,,2018|9.4,3fb19989,MA Starc
2018,Glenn Maxwell,Delhi Daredevils,Delhi Capitals,All-Rounder,Auction,2.0,9.0,4.5,20000000,90000000,,2018|9,b681e71e,GJ Maxwell
2018,Rashid Khan,Sunrisers Hyderabad,Sunrisers Hyderabad,Bowler,Auction,2.0,9.0,4.5,20000000,90000000,,2018|9,1eaac48d,Rashid Khan
2018,Krunal Pandya,Mumbai Indians,Mumbai Indians,All-Rounder,Auction,0.4,8.8,22.0,4000000,88000000,,2018|8.8,5b8c830e,KH Pandya
2018,Sunil Narine,Kolkata Knight Riders,Kolkata Knight Riders,Bowler,Retained,2.0,8.5,4.25,20000000,85000000,,2018|8.5,9d430b40,SP Narine
2018,Andre Russell,Kolkata Knight Riders,Kolkata Knight Riders,All-Rounder,Retained,2.0,8.5,4.25,20000000,85000000,,2018|8.5,a6f2b2ef,AK Russell
2018,Bhuvneshwar Kumar,Sunrisers Hyderabad,Sunrisers Hyderabad,Bowler,Retained,2.0,8.5,4.25,20000000,85000000,,2018|8.5,2e81a32d,B Kumar
2018,Rishabh Pant,Delhi Daredevils,Delhi Capitals,Wicketkeeper,Retained,2.0,8.0,4.0,20000000,80000000,,2018|8,919a3be2,RR Pant
2018,Sanju Samson,Rajasthan Royals,Rajasthan Royals,Wicketkeeper,Auction,1.0,8.0,8.0,10000000,80000000,,2018|8,a4cc73aa,SV Samson
2018,Kedar Jadhav,Chennai Super Kings,Chennai Super Kings,All-Rounder,Auction,2.0,7.8,3.9,20000000,78000000,,2018|7.8,6c18c062,KA Jadhav
2018,Ravichandran Ashwin,Kings XI Punjab,Punjab Kings,All-Rounder,Auction,2.0,7.6,3.8,20000000,76000000,,2018|7.6,495d42a5,R Ashwin
2018,Dinesh Karthik,Kolkata Knight Riders,Kolkata Knight Riders,Wicketkeeper,Auction,2.0,7.4,3.7,20000000,74000000,,2018|7.4,c03f1114,KD Karthik
2018,Chris Woakes,Royal Challengers Bangalore,Royal Challengers Bengaluru,All-Rounder,Auction,2.0,7.4,3.7,20000000,74000000,,2018|7.4,4c5d73db,CR Woakes
2018,Jofra Archer,Rajasthan Royals,Rajasthan Royals,All-Rounder,Auction,0.4,7.2,18.0,4000000,72000000,,2018|7.2,5574750c,JC Archer
2018,Andrew Tye,Kings XI Punjab,Punjab Kings,Bowler,Auction,1.0,7.2,7.2,10000000,72000000,,2018|7.2,7c7d63a2,AJ Tye
2018,Christopher Morris,Delhi Daredevils,Delhi Capitals,All-Rounder,Retained,2.0,7.1,3.55,20000000,71000000,,2018|7.1,5db1c288,CAJ Morris
2018,Jasprit Bumrah,Mumbai Indians,Mumbai Indians,Bowler,Retained,2.0,7.0,3.5,20000000,70000000,,2018|7,462411b3,JJ Bumrah
2018,Ravindra Jadeja,Chennai Super Kings,Chennai Super Kings,All-Rounder,Retained,2.0,7.0,3.5,20000000,70000000,,2018|7,fe93fd9d,RA Jadeja
2018,Shreyas Iyer,Delhi Daredevils,Delhi Capitals,Batter,Retained,2.0,7.0,3.5,20000000,70000000,,2018|7,85ec8e33,SS Iyer
2018,Axar Patel,Kings XI Punjab,Punjab Kings,All-Rounder,Retained,2.0,6.75,3.38,20000000,67500000,,2018|6.75,29b6bcd4,Ajaz Patel
2018,Dwayne Bravo,Chennai Super Kings,Chennai Super Kings,All-Rounder,Auction,2.0,6.4,3.2,20000000,64000000,,2018|6.4,14b14cd8,DM Bravo
2018,Robin Uthappa,Kolkata Knight Riders,Kolkata Knight Riders,Batter,Auction,2.0,6.4,3.2,20000000,64000000,,2018|6.4,1c17e270,RV Uthappa
2018,Ishan Kishan,Mumbai Indians,Mumbai Indians,Wicketkeeper,Auction,0.4,6.2,15.5,4000000,62000000,,2018|6.2,752f7486,Ishan Kishan
2018,Aaron Finch,Kings XI Punjab,Punjab Kings,Batter,Auction,1.5,6.2,4.13,15000000,62000000,,2018|6.2,b8d490fd,AJ Finch
2018,Krishnappa Gowtham,Rajasthan Royals,Rajasthan Royals,Bowler,Auction,0.2,6.2,31.0,2000000,62000000,,2018|6.2,90de905a,K Gowtham
2018,Marcus Stoinis,Kings XI Punjab,Punjab Kings,All-Rounder,Auction,2.0,6.2,3.1,20000000,62000000,,2018|6.2,d9273ee7,MP Stoinis
2018,Yuzvendra Singh Chahal,Royal Challengers Bangalore,Royal Challengers Bengaluru,Bowler,Auction,2.0,6.0,3.0,20000000,60000000,,2018|6,57ee1fde,YS Chahal
2018,Kuldeep Yadav,Kolkata Knight Riders,Kolkata Knight Riders,Bowler,Auction,1.5,5.8,3.87,15000000,58000000,,2018|5.8,030f3089,K Yadav
2018,Karun Nair,Kings XI Punjab,Punjab Kings,Batter,Auction,0.5,5.6,11.2,5000000,56000000,,2018|5.6,944533a5,KK Nair
2018,Pat Cummins,Mumbai Indians,Mumbai Indians,Bowler,Auction,2.0,5.4,2.7,20000000,54000000,,2018|5.4,ded9240e,PJ Cummins
2018,Kieron Pollard,Mumbai Indians,Mumbai Indians,All-Rounder,Auction,2.0,5.4,2.7,20000000,54000000,,2018|5.4,a757b0d8,KA Pollard
2018,Shikhar Dhawan,Sunrisers Hyderabad,Sunrisers Hyderabad,Batter,Auction,2.0,5.2,2.6,20000000,52000000,,2018|5.2,0a476045,S Dhawan
2018,Karn Sharma,Chennai Super Kings,Chennai Super Kings,Bowler,Auction,2.0,5.0,2.5,20000000,50000000,,2018|5,119678fd,KV Sharma
2018,Wriddhiman Saha,Sunrisers Hyderabad,Sunrisers Hyderabad,Wicketkeeper,Auction,1.0,5.0,5.0,10000000,50000000,,2018|5,fe11caa6,WP Saha
2018,Jos Buttler,Rajasthan Royals,Rajasthan Royals,Wicketkeeper,Auction,1.5,4.4,2.93,15000000,44000000,,2018|4.4,99b75528,JC Buttler
2018,Kagiso Rabada,Delhi Daredevils,Delhi Capitals,Bowler,Auction,1.5,4.2,2.8,15000000,42000000,,2018|4.2,e62dd25d,K Rabada
2018,Umesh Yadav,Royal Challengers Bangalore,Royal Challengers Bengaluru,Bowler,Auction,1.0,4.2,4.2,10000000,42000000,,2018|4.2,80ffea17,Upendra Yadav
2018,Piyush Chawla,Kolkata Knight Riders,Kolkata Knight Riders,Bowler,Auction,1.0,4.2,4.2,10000000,42000000,,2018|4.2,98ae73b1,PP Chawla
2018,Amit Mishra,Delhi Daredevils,Delhi Capitals,Bowler,Auction,1.5,4.0,2.67,15000000,40000000,,2018|4,1d8388eb,Amit Mishra
2018,Shane Watson,Chennai Super Kings,Chennai Super Kings,All-Rounder,Auction,1.0,4.0,4.0,10000000,40000000,,2018|4,4329fbb5,SR Watson
2018,Ajinkya Rahane,Rajasthan Royals,Rajasthan Royals,Batter,Auction,2.0,4.0,2.0,20000000,40000000,,2018|4,29e95537,AM Rahane
2018,Mujeeb Zadran,Kings XI Punjab,Punjab Kings,Bowler,Auction,0.5,4.0,8.0,5000000,40000000,,2018|4,7d92277a,Mujeeb Ur Rahman
2018,D'Arcy Short,Rajasthan Royals,Rajasthan Royals,All-Rounder,Auction,0.2,4.0,20.0,2000000,40000000,,2018|4,1a156c88,DJM Short
2018,Evin Lewis,Mumbai Indians,Mumbai Indians,Batter,Auction,1.5,3.8,2.53,15000000,38000000,,2018|3.8,0ebfb1ad,E Lewis
2018,Siddarth Kaul,Sunrisers Hyderabad,Sunrisers Hyderabad,Bowler,Auction,0.3,3.8,12.67,3000000,38000000,,2018|3.8,dcf81436,S Kaul
2018,Brendon McCullum,Royal Challengers Bangalore,Royal Challengers Bengaluru,Batter,Auction,2.0,3.6,1.8,20000000,36000000,,2018|3.6,b8a55852,BB McCullum
2018,Deepak Hooda,Sunrisers Hyderabad,Sunrisers Hyderabad,All-Rounder,Auction,0.4,3.6,9.0,4000000,36000000,,2018|3.6,73ad96ed,DJ Hooda
2018,Nitish Rana,Kolkata Knight Riders,Kolkata Knight Riders,All-Rounder,Auction,0.2,3.4,17.0,2000000,34000000,,2018|3.4,5318ee68,Nahid Rana
2018,Rahul Tripathi,Rajasthan Royals,Rajasthan Royals,Batter,Auction,0.2,3.4,17.0,2000000,34000000,,2018|3.4,77255a9e,RA Tripathi
2018,Kamlesh Nagarkoti,Kolkata Knight Riders,Kolkata Knight Riders,All-Rounder,Auction,0.2,3.2,16.0,2000000,32000000,,2018|3.2,b4f5c2d9,KL Nagarkoti
2018,Shahbaz Nadeem,Delhi Daredevils,Delhi Capitals,Bowler,Auction,0.3,3.2,10.67,3000000,32000000,,2018|3.2,9d80c5e1,S Nadeem
2018,Washington Sundar,Royal Challengers Bangalore,Royal Challengers Bengaluru,All-Rounder,Auction,1.5,3.2,2.13,15000000,32000000,,2018|3.2,f19ccfad,Washington Sundar
2018,Suryakumar Yadav,Mumbai Indians,Mumbai Indians,Batter,Auction,0.3,3.2,10.67,3000000,32000000,,2018|3.2,199b02e4,SU Yadav
2018,Shivam Mavi,Kolkata Knight Riders,Kolkata Knight Riders,All-Rounder,Auction,0.2,3.0,15.0,2000000,30000000,,2018|3,c38d3503,Shivam Mavi
2018,Navdeep Saini,Royal Challengers Bangalore,Royal Challengers Bengaluru,Bowler,Auction,0.2,3.0,15.0,2000000,30000000,,2018|3,21d4e29b,Navdeep Saini
2018,Ankit Singh Rajpoot,Kings XI Punjab,Punjab Kings,Bowler,Auction,0.3,3.0,10.0,3000000,30000000,,2018|3,db31895a,AS Rajpoot
2018,Kane Williamson,Sunrisers Hyderabad,Sunrisers Hyderabad,Batter,Auction,1.5,3.0,2.0,15000000,30000000,,2018|3,d027ba9f,KS Williamson
2018,David Miller,Kings XI Punjab,Punjab Kings,Batter,Auction,1.5,3.0,2.0,15000000,30000000,,2018|3,d67d5f00,DA Miller
2018,Mohammad Shami,Delhi Daredevils,Delhi Capitals,Bowler,Auction,1.0,3.0,3.0,10000000,30000000,,2018|3,8cf9814c,Mohammed Shami
2018,Sandeep Sharma,Sunrisers Hyderabad,Sunrisers Hyderabad,Bowler,Auction,0.5,3.0,6.0,5000000,30000000,,2018|3,0ebaa16a,SS Sharma
2018,Syed Khaleel Ahmed,Sunrisers Hyderabad,Sunrisers Hyderabad,Bowler,Auction,0.2,3.0,15.0,2000000,30000000,,2018|3,07687c15,Sultan Ahmed
2018,Gautam Gambhir,Delhi Daredevils,Delhi Capitals,Batter,Auction,2.0,2.8,1.4,20000000,28000000,,2018|2.8,242a9261,Gaurav Gambhir
2018,Quinton de Kock,Royal Challengers Bangalore,Royal Challengers Bengaluru,Wicketkeeper,Auction,2.0,2.8,1.4,20000000,28000000,,2018|2.8,372455c4,Q de Kock
2018,Shardul Thakur,Chennai Super Kings,Chennai Super Kings,Bowler,Auction,0.75,2.6,3.47,7500000,26000000,,2018|2.6,1abb78f8,SN Thakur
2018,Mohammed Siraj,Royal Challengers Bangalore,Royal Challengers Bengaluru,Bowler,Auction,1.0,2.6,2.6,10000000,26000000,,2018|2.6,2f49c897,Mohammed Siraj
2018,Mohit Sharma,Kings XI Punjab,Punjab Kings,Bowler,Auction,1.5,2.4,1.6,15000000,24000000,,2018|2.4,5473ec6f,Manish Sharma
2018,Ambati Rayudu,Chennai Super Kings,Chennai Super Kings,Wicketkeeper,Auction,0.5,2.2,4.4,5000000,22000000,,2018|2.2,70d205c9,AT Rayudu
2018,Colin de Grandhomme,Royal Challengers Bangalore,Royal Challengers Bengaluru,All-Rounder,Auction,0.75,2.2,2.93,7500000,22000000,,2018|2.2,94d7f855,C de Grandhomme
2018,Ben Cutting,Mumbai Indians,Mumbai Indians,All-Rounder,Auction,1.0,2.2,2.2,10000000,22000000,,2018|2.2,2e11c706,BCJ Cutting
2018,Trent Boult,Delhi Daredevils,Delhi Capitals,Bowler,Auction,1.5,2.2,1.47,15000000,22000000,,2018|2.2,a818c1be,TA Boult
2018,Murugan Ashwin,Royal Challengers Bangalore,Royal Challengers Bengaluru,Bowler,Auction,0.2,2.2,11.0,2000000,22000000,,2018|2.2,e2db2409,M Ashwin
2018,Barinder Singh Sran,Kings XI Punjab,Punjab Kings,Bowler,Auction,0.5,2.2,4.4,5000000,22000000,,2018|2.2,d8b2f218,BB Sran
2018,Mustafizur Rahman,Mumbai Indians,Mumbai Indians,Bowler,Auction,1.0,2.2,2.2,10000000,22000000,,2018|2.2,0a8fce53,Mustafizur Rahman
2018,Nathan Coulter-Nile,Royal Challengers Bangalore,Royal Challengers Bengaluru,Bowler,Auction,1.5,2.2,1.47,15000000,22000000,,2018|2.2,56ab442f,NM Coulter-Nile
2018,Christopher Gayle,Kings XI Punjab,Punjab Kings,Batter,Auction,2.0,2.0,1.0,20000000,20000000,,2018|2,db584dad,CH Gayle
2018,Yuvraj Singh,Kings XI Punjab,Punjab Kings,All-Rounder,Auction,2.0,2.0,1.0,20000000,20000000,,2018|2,1c914163,Yuvraj Singh
2018,Harbhajan Singh,Chennai Super Kings,Chennai Super Kings,Bowler,Auction,2.0,2.0,1.0,20000000,20000000,,2018|2,2123d0af,Hardeep Singh
2018,Murali Vijay,Chennai Super Kings,Chennai Super Kings,Batter,Auction,2.0,2.0,1.0,20000000,20000000,,2018|2,4b57e452,M Vijay
2018,Mitchell Johnson,Kolkata Knight Riders,Kolkata Knight Riders,Bowler,Auction,2.0,2.0,1.0,20000000,20000000,,2018|2,f5180fe6,MG Johnson
2018,Carlos Brathwaite,Sunrisers Hyderabad,Sunrisers Hyderabad,All-Rounder,Auction,1.0,2.0,2.0,10000000,20000000,,2018|2,e342e5fb,CR Brathwaite
2018,Shubman Gill,Kolkata Knight Riders,Kolkata Knight Riders,Batter,Auction,0.2,1.8,9.0,2000000,18000000,,2018|1.8,3e6e9a5f,S Gill
2018,Sarfaraz Khan,Royal Challengers Bangalore,Royal Challengers Bengaluru,Batter,Retained,2.0,1.75,0.88,20000000,17500000,,2018|1.75,03ecfde2,Shoaib Khan
2018,Moeen Ali,Royal Challengers Bangalore,Royal Challengers Bengaluru,All-Rounder,Auction,1.5,1.7,1.13,15000000,17000000,,2018|1.7,4a491652,Muktar Ali
2018,Parthiv Patel,Royal Challengers Bangalore,Royal Challengers Bengaluru,Wicketkeeper,Auction,1.0,1.7,1.7,10000000,17000000,,2018|1.7,3317dc7a,P Jayeshbhai Patel
2018,Faf du Plessis,Chennai Super Kings,Chennai Super Kings,Batter,Auction,1.5,1.6,1.07,15000000,16000000,,2018|1.6,3355b542,F du Plessis
2019,Varun Chakravarthy,Kings XI Punjab,Punjab Kings,All-Rounder,Auction,0.2,8.4,42.0,2000000,84000000,,2019|8.4,5b7ab5a9,CV Varun
2019,Jaydev Unadkat,Rajasthan Royals,Rajasthan Royals,Bowler,Auction,1.5,8.4,5.6,15000000,84000000,,2019|8.4,1e66c162,JD Unadkat
2019,Sam Curran,Kings XI Punjab,Punjab Kings,All-Rounder,Auction,2.0,7.2,3.6,20000000,72000000,,2019|7.2,e94915e6,SM Curran
2019,Colin Ingram,Delhi Capitals,Delhi Capitals,Batter,Auction,2.0,6.4,3.2,20000000,64000000,,2019|6.4,c995d726,CA Ingram
2019,Carlos Brathwaite,Kolkata Knight Riders,Kolkata Knight Riders,All-Rounder,Auction,0.75,5.0,6.67,7500000,50000000,,2019|5,e342e5fb,CR Brathwaite
2019,Axar Patel,Delhi Capitals,Delhi Capitals,All-Rounder,Auction,1.0,5.0,5.0,10000000,50000000,,2019|5,29b6bcd4,Ajaz Patel
2019,Mohit Sharma,Chennai Super Kings,Chennai Super Kings,Bowler,Auction,0.5,5.0,10.0,5000000,50000000,,2019|5,5473ec6f,Manish Sharma
2019,Shivam Dube,Royal Challengers Bangalore,Royal Challengers Bengaluru,All-Rounder,Auction,0.2,5.0,25.0,2000000,50000000,,2019|5,a4e37e47,S Dube
2019,Mohammad Shami,Kings XI Punjab,Punjab Kings,Bowler,Auction,1.0,4.8,4.8,10000000,48000000,,2019|4.8,8cf9814c,Mohammed Shami
2019,Prabhsimran Singh,Kings XI Punjab,Punjab Kings,Wicketkeeper,Auction,0.2,4.8,24.0,2000000,48000000,,2019|4.8,014da3d8,Paras Singh
2019,Shimron Hetmyer,Royal Challengers Bangalore,Royal Challengers Bengaluru,Batter,Auction,0.5,4.2,8.4,5000000,42000000,,2019|4.2,48a1d7b7,SO Hetmyer
2019,Nicolas Pooran,Kings XI Punjab,Punjab Kings,Wicketkeeper,Auction,0.8,4.2,5.25,8000000,42000000,,2019|4.2,3241e3fd,N Pooran
2019,Akshdeep Nath,Royal Challengers Bangalore,Royal Challengers Bengaluru,All-Rounder,Auction,0.2,3.6,18.0,2000000,36000000,,2019|3.6,f10e94c4,AD Nath
2019,Barinder Singh Sran,Mumbai Indians,Mumbai Indians,Bowler,Auction,0.5,3.4,6.8,5000000,34000000,,2019|3.4,d8b2f218,BB Sran
2019,Jonny Bairstow,Sunrisers Hyderabad,Sunrisers Hyderabad,Wicketkeeper,Auction,1.5,2.2,1.47,15000000,22000000,,2019|2.2,abb83e27,JM Bairstow
2019,Hanuma Vihari,Delhi Capitals,Delhi Capitals,Batter,Auction,0.5,2.0,4.0,5000000,20000000,,2019|2,94253925,GH Vihari
2019,Lasith Malinga,Mumbai Indians,Mumbai Indians,Bowler,Auction,2.0,2.0,1.0,20000000,20000000,,2019|2,79eb117d,LN Malinga
2019,Sherfane Rutherford,Delhi Capitals,Delhi Capitals,All-Rounder,Auction,0.4,2.0,5.0,4000000,20000000,,2019|2,d014d5ac,SE Rutherford
2020,Pat Cummins,Kolkata Knight Riders,Kolkata Knight Riders,All-Rounder,Auction,2.0,15.5,7.75,20000000,155000000,,2020|15.5,ded9240e,PJ Cummins
2020,Glenn Maxwell,Kings XI Punjab,Punjab Kings,All-Rounder,Auction,1.07,10.75,10.05,10700000,107500000,,2020|10.75,b681e71e,GJ Maxwell
