player_id,player_name,primary_role,country,ipl_batting_score,intl_t20_batting_score,other_t20_batting_score,ipl_bowling_score,intl_t20_bowling_score,other_t20_bowling_score,batting_score,bowling_score,keeping_score,value_score,value_score_tier
51355a30,LC Ngoepe,Batter,,,,31.170444489823705,,,,31.17044448982371,,,31.2,OTHER_T20/FRANCHISE
bbfa0b42,Mohammad Ilyas,Bowler,,,,,,,31.18709150326798,,31.18709150326798,,31.2,OTHER_T20/FRANCHISE
52b090a6,Lakshit Gupta,Batter,Cambodia,,31.24860111410509,,,16.042354331517828,,31.24860111410509,16.042354331517828,,31.2,INTL_T20/ASSOCIATE_FRINGE
9440ef41,Suyash Sharma,Bowler,,,,,31.090909090909093,,26.13563525835866,,31.090909090909093,,31.1,IPL/IPL
fecd828e,M Simpson-Parker,Batter,Austria,,31.08648418078603,,,,,31.08648418078603,,,31.1,INTL_T20/ASSOCIATE_FRINGE
c3a96caf,Mandeep Singh,Batter,India,27.25991240350899,26.143318226488915,46.26342840081892,,,,31.060615602970973,,,31.1,IPL/IPL
2deb4082,A Kheterpal,Batter,Hungary,,31.086394452595307,,,17.726009659849964,,31.086394452595307,17.726009659849964,,31.1,INTL_T20/ASSOCIATE_FRINGE
e56f4180,A Turkmen,Batter,Turkey,,31.0534642036636,,,20.16843821007319,,31.0534642036636,20.16843821007319,,31.1,INTL_T20/ASSOCIATE_FRINGE
f3c150bb,Saqlain Sajib,Bowler,Bangladesh,,,,,,31.10708898944193,,31.107088989441927,,31.1,OTHER_T20/FRANCHISE
c8a7b014,OJ Hairs,Batter,Scotland,,31.094192499990505,,,,,31.094192499990505,,,31.1,INTL_T20/ASSOCIATE_FRINGE
af42d9f2,K Thuchila,Bowler,Malawi,,12.467533228073352,,,31.063135329838687,,12.467533228073352,31.063135329838687,,31.1,INTL_T20/ASSOCIATE_FRINGE
f16e776a,Zubair Ali,Batter,Qatar,,31.101200632797067,,,,,31.101200632797067,,,31.1,INTL_T20/ASSOCIATE_FRINGE
70a9b353,Rahul Buddhi,Batter,,,,31.09326660600546,,,,31.09326660600546,,,31.1,OTHER_T20/SMAT
3daaabaa,Ahmed Wardak,Bowler,Germany,,28.76759678026665,,,31.103056788823416,,28.76759678026665,31.103056788823416,,31.1,INTL_T20/ASSOCIATE_FRINGE
1ca7c00f,M Carter,All-rounder,,,,13.768882175226587,,,38.54017216642754,13.768882175226587,38.54017216642754,,31.1,OTHER_T20/FRANCHISE
b43f7a6a,AR Patwa,Batter,Tanzania,,31.096523506031474,,,,,31.096523506031474,,,31.1,INTL_T20/ASSOCIATE_FRINGE
62e203d4,Junaid Siddique,Batter,Bangladesh,,29.77718172966638,31.090287681337593,,,,31.090287681337593,,,31.1,OTHER_T20/FRANCHISE
18eaf2fa,Amjad Javed,Bowler,United Arab Emirates,,33.09551617245605,,,31.059640908645456,,33.09551617245605,31.059640908645456,,31.1,INTL_T20/ASSOCIATE_FRINGE
e8511411,SJ Baard,Batter,Namibia,,31.14670887225965,,,,,31.14670887225965,,,31.1,INTL_T20/ASSOCIATE_FRINGE
8930a2a6,A Kalasi,Bowler,Thailand,,23.78948130727305,,,31.02369656964133,,23.78948130727305,31.02369656964133,,31.0,INTL_T20/ASSOCIATE_FRINGE
c9c356e2,P Florin,Bowler,Romania,,21.69126110828852,,,30.963657402806913,,21.69126110828852,30.963657402806913,,31.0,INTL_T20/ASSOCIATE_FRINGE
b38a9f73,OH Agbomadzie,All-rounder,Ghana,,17.437642571617907,,,36.81091954022988,,17.437642571617907,36.81091954022988,,31.0,INTL_T20/ASSOCIATE_FRINGE
298d9b83,Shariq Munir,Batter,Qatar,,31.01933819932487,,,15.882508221148907,,31.01933819932487,15.882508221148907,,31.0,INTL_T20/ASSOCIATE_FRINGE
1439e6b5,CM Carroll,Batter,Croatia,,30.977410978487402,,,16.44654079349897,,30.977410978487402,16.44654079349897,,31.0,INTL_T20/ASSOCIATE_FRINGE
3d8348d0,Sibsankar Roy,Batter,,,,31.03002729754322,,,,31.030027297543224,,,31.0,OTHER_T20/SMAT
894b2d25,MJ Potts,Bowler,England,,,49.85335760517799,,,31.004439511653718,49.85335760517799,31.00443951165372,,31.0,OTHER_T20/FRANCHISE
501fca0d,Sachin Mandy,Wicketkeeper,Germany,,18.782190833866405,,,,,18.782190833866405,,79.90196078431373,31.0,INTL_T20/ASSOCIATE_FRINGE
94113d54,AJ Parmar,Bowler,Norway,,14.950128998925225,,,30.99955649065928,,14.950128998925225,30.99955649065928,,31.0,INTL_T20/ASSOCIATE_FRINGE
823a57a9,S di Bartolomeo,Bowler,Italy,,,,,31.045253131375574,,,31.045253131375574,,31.0,INTL_T20/ASSOCIATE_FRINGE
838bc6ab,A Raza,Batter,Belgium,,31.009247789622194,,,,,31.009247789622194,,,31.0,INTL_T20/ASSOCIATE_FRINGE
239f7526,Parth Sahani,Batter,,,,30.99548401439325,,,,30.99548401439325,,,31.0,OTHER_T20/SMAT
8f8d30be,S Ashwathnarayana,Batter,Hungary,,30.90357970601793,,,,,30.90357970601793,,,30.9,INTL_T20/ASSOCIATE_FRINGE
96ce6752,Mirza Baig,Batter,Pakistan,,,30.935591660204395,,,,30.93559166020439,,,30.9,OTHER_T20/FRANCHISE
5152ab02,Habib Khan,Bowler,Estonia,,35.702628254207625,,,30.94431906315343,,35.702628254207625,30.94431906315343,,30.9,INTL_T20/ASSOCIATE_FRINGE
270b4de6,NMS Param,Batter,Singapore,,30.905239567130167,,,21.96229412094431,,30.905239567130167,21.96229412094431,,30.9,INTL_T20/ASSOCIATE_FRINGE
de6c2c6e,S Steel,All-rounder,,,,31.634633926849645,,,29.109756097560975,31.634633926849645,29.109756097560975,,30.9,OTHER_T20/FRANCHISE
6dba59e0,Syazrul Idrus,Bowler,Malaysia,,24.58743821251534,,,30.875868228023105,,24.58743821251534,30.875868228023105,,30.9,INTL_T20/ASSOCIATE_FRINGE
a446c7be,Vivek Singh,Batter,,,,30.89322023517883,,,,30.893220235178834,,,30.9,OTHER_T20/SMAT
9815de17,DP Michael,Batter,Samoa,,30.941202460372356,,,19.68152707840921,,30.941202460372356,19.68152707840921,,30.9,INTL_T20/ASSOCIATE_FRINGE
6033d30a,Ritwik Roy Chowdhury,Batter,,,,30.886750192482676,,,,30.886750192482673,,,30.9,OTHER_T20/SMAT
bb01f9e0,Shuvagata Hom,All-rounder,Bangladesh,,18.605297515592294,33.31117824773414,,18.471485411140584,24.80631276901005,33.31117824773414,24.80631276901005,,30.8,OTHER_T20/FRANCHISE
74c6c6e0,NR Welch,Batter,Zimbabwe,,23.374512292295712,30.822820694542877,,,,30.822820694542877,,,30.8,OTHER_T20/FRANCHISE
3ee0050f,PM Liyanagamage,Bowler,Sri Lanka,,18.377448021232016,,,23.79135036523863,30.825901328273243,18.377448021232016,30.82590132827324,,30.8,OTHER_T20/FRANCHISE
074acfb4,Asif Khan,Batter,United Arab Emirates,,36.799909501492,20.86296210996313,,,,30.823554229668673,,,30.8,INTL_T20/ASSOCIATE_FRINGE
ecdd8d60,Yasin Patel,Bowler,Kuwait,,28.455752978327432,,,30.832005660790337,,28.455752978327432,30.832005660790337,,30.8,INTL_T20/ASSOCIATE_FRINGE
68886c16,AR Naidoo,Batter,Cayman Islands,,30.788089952484484,,,,,30.788089952484484,,,30.8,INTL_T20/ASSOCIATE_FRINGE
6eea0b32,Nasir Hossain,All-rounder,Bangladesh,,29.818718222333814,29.405904623503766,,30.85764673463764,32.10556402439023,29.663913122772545,31.32561571829486,,30.8,INTL_T20/FULL_MEMBER
8a4e101e,Izaz Ali,Batter,Slovenia,,30.768846013898333,,,22.04444670327461,,30.768846013898333,22.04444670327461,,30.8,INTL_T20/ASSOCIATE_FRINGE
9ed95736,Naushad Shaikh,Batter,,,,30.844144027037565,,,,30.84414402703757,,,30.8,OTHER_T20/SMAT
760f445b,Monir Hossain,Bowler,,,,,,,30.840336134453782,,30.84033613445378,,30.8,OTHER_T20/FRANCHISE
cc9b822c,R Matsumura,Bowler,Japan,,,,,30.783638035804966,,,30.783638035804966,,30.8,INTL_T20/ASSOCIATE_FRINGE
ccae927b,Azim Kazi,Bowler,,,,33.599999999999994,,,30.824499824499824,33.599999999999994,30.824499824499828,,30.8,OTHER_T20/SMAT
9ab2914d,S Samarawickrama,Wicketkeeper,Sri Lanka,,28.22638248847926,33.3592813456825,,,,30.15121955993047,,33.20582877959927,30.8,INTL_T20/FULL_MEMBER
ad8d5827,M Stanikzai,Batter,Switzerland,,30.84141003235878,,,17.00192962428456,,30.84141003235878,17.00192962428456,,30.8,INTL_T20/ASSOCIATE_FRINGE
973006cc,Amir Zaib,Batter,Portugal,,30.801434665007626,,,22.587975835694465,,30.801434665007626,22.587975835694465,,30.8,INTL_T20/ASSOCIATE_FRINGE
8db0c0e1,Sagar Udeshi,Bowler,,,,,,,30.816838334079712,,30.816838334079716,,30.8,OTHER_T20/SMAT
c672e80e,J Clark,All-rounder,,,,32.80515152458965,,,26.235772357723572,32.80515152458965,26.235772357723572,,30.8,OTHER_T20/FRANCHISE
e0ac7144,OJ Hannon-Dalby,Bowler,,,,22.83980582524272,,,30.78003314001657,22.83980582524272,30.78003314001657,,30.8,OTHER_T20/FRANCHISE
1ad0b441,K Noema-Barnett,All-rounder,,,,35.17681145064633,,,20.146341463414636,35.17681145064633,20.146341463414636,,30.7,OTHER_T20/FRANCHISE
